ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	COGIDS
2379	ProtoBai	nephew	di4	di4	d i ⁴	2848
2380	Tuoluo	nephew	ʑi42	ʑi42	ʑ i ⁴²	2848
2381	Gongxing	nephew	dʑi21	dʑi21	dʑ i ²¹	2848
2382	Enqi	nephew	tɕi21	tɕi21	tɕ i ²¹	2848
2383	Ega	nephew	tɕy55	tɕy55	tɕ y ⁵⁵	2848
2384	Jinman	nephew	tɕĩ42	tɕĩ42	tɕ ĩ ⁴²	2848
2385	Jinxing	nephew	tɕi42	tɕi42	tɕ i ⁴²	2848
2386	Dashi	nephew	tɕi42	tɕi42	tɕ i ⁴²	2848
2387	Zhoucheng	nephew	tɕi42	tɕi42	tɕ i ⁴²	2848
2388	Mazhelong	nephew	tʰi42	tʰi42	tʰ i ⁴²	2848
2389	ProtoBai	new	sʰjen1	sʰjen1	sʰ j e n ¹	2859
2390	Tuoluo	new	ɕien55	ɕien55	ɕ i/j e n ⁵⁵	2859
2391	Gongxing	new	ɕien55	ɕien55	ɕ i/j e n ⁵⁵	2859
2392	Enqi	new	si24	si24	s i ²⁴	2859
2393	Ega	new	sɛ55	sɛ55	s ɛ ⁵⁵	2859
2394	Jinman	new	sẽ55	sẽ55	s ẽ ⁵⁵	2859
2395	Jinxing	new	ɕien55	ɕien55	ɕ i/j e n ⁵⁵	2859
2396	Dashi	new	ɕʰien55	ɕʰien55	ɕʰ i/j e n ⁵⁵	2859
2397	Zhoucheng	new	ɕi35	ɕi35	ɕ i ³⁵	2859
2398	Mazhelong	new	ɕen55	ɕen55	ɕ e n ⁵⁵	2859
2399	Tuoluo	next year	ɣɯ33suɔ42	ɣɯ33suɔ42	ɣ ɯ ³³ + s u/w ɔ ⁴²	2870 2871
2400	Gongxing	next year	ɣe21sua24	ɣe21sua24	ɣ e ²¹ + s u/w a ²⁴	2870 2871
2401	Enqi	next year	ɣɯ21sua55	ɣɯ21sua55	ɣ ɯ ²¹ + s u/w a ⁵⁵	2870 2871
2402	Ega	next year	ɣɯ21sua44	ɣɯ21sua44	ɣ ɯ ²¹ + s u/w a ⁴⁴	2870 2871
2403	Jinman	next year	ɣɯ21sua44	ɣɯ21sua44	ɣ ɯ ²¹ + s u/w a ⁴⁴	2870 2871
2404	Jinxing	next year	ɣǝ33suɑ44	ɣǝ33suɑ44	ɣ ə ³³ + s u ɑ ⁴⁴	2870 2872
2405	Dashi	next year	ɣɯ33sua44	ɣɯ33sua44	ɣ ɯ ³³ + s u/w a ⁴⁴	2870 2871
2406	Zhoucheng	next year	ɣɯ33sua44	ɣɯ33sua44	ɣ ɯ ³³ + s u/w a ⁴⁴	2870 2871
2407	Mazhelong	next year	ɣǝ33sua44	ɣǝ33sua44	ɣ ə ³³ + s u/w a ⁴⁴	2870 2871
2408	ProtoBai	nine	tɕɯ2	tɕɯ2	tɕ ɯ ²	2889
2409	Tuoluo	nine	tɕi33	tɕi33	tɕ i ³³	2889
2410	Gongxing	nine	tɕi22	tɕi22	tɕ i ²²	2889
2411	Enqi	nine	tɕiɯ22	tɕiɯ22	tɕ i/j ɯ ²²	2889
2412	Ega	nine	tɕi22	tɕi22	tɕ i ²²	2889
2413	Jinman	nine	tɕi22	tɕi22	tɕ i ²²	2889
2414	Jinxing	nine	tɕiɯ33	tɕiɯ33	tɕ i/j ɯ ³³	2889
2415	Dashi	nine	tɕiɯ33	tɕiɯ33	tɕ i/j ɯ ³³	2889
2416	Zhoucheng	nine	tɕiɯ33	tɕiɯ33	tɕ i/j ɯ ³³	2889
2417	Mazhelong	nine	tɕǝɯ33	tɕǝɯ33	tɕ əɯ ³³	2889
2418	ProtoBai	old	ku2	ku2	k u ²	2900
2419	Tuoluo	old	kv33	kv33	k v/ʯ ³³	2900
2420	Gongxing	old	ku22	ku22	k u ²²	2900
2421	Enqi	old	ku22	ku22	k u ²²	2900
2422	Ega	old	kv22	kv22	k v/ʯ ²²	2900
2423	Jinman	old	kv22	kv22	k v/ʯ ²²	2900
2424	Jinxing	old	ku33	ku33	k u ³³	2900
2425	Dashi	old	ku33	ku33	k u ³³	2900
2426	Zhoucheng	old	ku33	ku33	k u ³³	2900
2427	Mazhelong	old	kv33	kv33	k v/ʯ ³³	2900
2428	ProtoBai	old lady	jɔ5	jɔ5	j ɔ ⁵	2911
2429	Tuoluo	old lady	jo21	jo21	j o ²¹	2911
2430	Gongxing	old lady	ja55	ja55	j a ⁵⁵	2911
2431	Enqi	old lady	jo43	jo43	j o ⁴³	2911
2432	Jinxing	old lady	jou42	jou42	j ou ⁴²	2911
2433	Dashi	old lady	jou42	jou42	j ou ⁴²	2911
2434	ProtoBai	one	ʔa4	ʔa4	ʔ a ⁴	2919
2435	Tuoluo	one	a21	a21	a ²¹	2918
2436	Gongxing	one	a55	a55	a ⁵⁵	2918
2437	Enqi	one	a43	a43	a ⁴³	2918
2438	Ega	one	a42	a42	a ⁴²	2918
2439	Jinman	one	a42	a42	a ⁴²	2918
2440	Jinxing	one	a42	a42	a ⁴²	2918
2441	Zhoucheng	one	a31	a31	a ³¹	2918
2442	Mazhelong	one	a21	a21	a ²¹	2918
2443	ProtoBai	onion, scallion	tsʰuŋ1	tsʰuŋ1	tsʰ u ŋ ¹	2928
2444	Tuoluo	onion, scallion	tsʰv55	tsʰv55	tsʰ v/ʯ ⁵⁵	2928
2445	Gongxing	onion, scallion	tsʰ55	tsʰ55	tsʰ */ə ⁵⁵	2928
2446	Enqi	onion, scallion	tsʰo42	tsʰo42	tsʰ o ⁴²	2928
2447	Ega	onion, scallion	tsʰoŋ55	tsʰoŋ55	tsʰ o ŋ ⁵⁵	2928
2448	Jinman	onion, scallion	tsʰo55	tsʰo55	tsʰ o ⁵⁵	2928
2449	Jinxing	onion, scallion	tsʰṽ55	tsʰṽ55	tsʰ ṽ/ʯ̃ ⁵⁵	2928
2450	Dashi	onion, scallion	tsʰõ55	tsʰõ55	tsʰ õ ⁵⁵	2928
2451	Zhoucheng	onion, scallion	tsʰi55[/fi31tsʰu31]	tsʰi55	tsʰ i ⁵⁵	2928
2452	Zhoucheng	onion, scallion	tsʰi55[/fi31tsʰu31]	fi31tsʰu31]	f i ³¹ + tsʰ u ³¹	2929 2928
2453	Mazhelong	onion, scallion	tsʰoŋ55	tsʰoŋ55	tsʰ o ŋ ⁵⁵	2928
2454	ProtoBai	open	qʰɯ̃1	qʰɯ̃1	qʰ ɯ̃ ¹	2941
2455	Tuoluo	open	qʰɚ̃55	qʰɚ̃55	qʰ ɚ/ə̃ ⁵⁵	2941
2456	Gongxing	open	qʰe55	qʰe55	qʰ e ⁵⁵	2941
2457	Enqi	open	qʰɯ24	qʰɯ24	qʰ ɯ ²⁴	2941
2458	Ega	open	qʰɯ55	qʰɯ55	qʰ ɯ ⁵⁵	2941
2459	Jinman	open	qʰɯ̃55	qʰɯ̃55	qʰ ɯ̃ ⁵⁵	2941
2460	Jinxing	open	kʰɯ55	kʰɯ55	kʰ ɯ ⁵⁵	2941
2461	Dashi	open	kʰɯ55	kʰɯ55	kʰ ɯ ⁵⁵	2941
2462	Zhoucheng	open	kʰɯ55	kʰɯ55	kʰ ɯ ⁵⁵	2941
2463	Mazhelong	open	kʰǝ55	kʰǝ55	kʰ ə ⁵⁵	2941
2464	ProtoBai	outside	ŋua4	ŋua4	ŋ u/w a ⁴	2952
2465	Tuoluo	outside	ŋuɔ42	ŋuɔ42	ŋ u/w ɔ ⁴²	2952
2466	Gongxing	outside	uaŋ24	uaŋ24	u/w a ŋ ²⁴	2952
2467	Enqi	outside	ua55	ua55	u/w a ⁵⁵	2952
2468	Ega	outside	ŋua44	ŋua44	ŋ u/w a ⁴⁴	2952
2469	Jinman	outside	(pɯ55ʐɚ21nõ22)	pɯ55ʐɚ21nõ22	p ɯ ⁵⁵ + ʐ ɚ/ə ²¹ + n õ ²²	2953 2954 2952
2470	Jinxing	outside	uɑ̃44	uɑ̃44	u/w ɑ̃ ⁴⁴	2952
2471	Dashi	outside	uaŋ33	uaŋ33	u/w a ŋ ³³	2952
2472	Zhoucheng	outside	ua44	ua44	u/w a ⁴⁴	2952
2473	Mazhelong	outside	ŋua44	ŋua44	ŋ u/w a ⁴⁴	2952
2474	ProtoBai	paddy fields	water	ɕui2	ɕ u/w i ²	2965
2475	Tuoluo	paddy fields	ɕyi3ʑi21	ɕyi3ʑi21	ɕ y/ɥ i ³ + ʑ i ²¹	2965 2966
2476	Jinxing	paddy fields	tsa21tɕi31	tsa21tɕi31	ts a ²¹ + tɕ i ³¹	2965 2966
2477	Dashi	paddy fields	ɕyi33tɕi21	ɕyi33tɕi21	ɕ y/ɥ i ³³ + tɕ i ²¹	2965 2966
2478	Zhoucheng	paddy fields	tɕi31	tɕi31	tɕ i ³¹	2966
2479	Mazhelong	paddy fields	ɕu33ti31	ɕu33ti31	ɕ u ³³ + t i ³¹	2965 2966
2480	ProtoBai	paddy rice	sɔ4	sɔ4	s ɔ ⁴	2977
2481	Gongxing	paddy rice	sao42	sao42	s ao ⁴²	2977
2482	Enqi	paddy rice	so55	so55	s o ⁵⁵	2977
2483	Zhoucheng	paddy rice	si55	si55	s i ⁵⁵	2977
2484	Mazhelong	paddy rice	sv44	sv44	s v/ʯ ⁴⁴	2977
2485	ProtoBai	paddy rice	ɢɔ1	ɢɔ1	ɣ ɔ ¹	2977
2486	Tuoluo	paddy rice	ʁɔ35	ʁɔ35	ʁ ɔ ³⁵	2978
2487	Enqi	paddy rice	qo21	qo21	q o ²¹	2976
2488	Ega	paddy rice	qo21	qo21	q o ²¹	2976
2489	Jinman	paddy rice	qo21	qo21	q o ²¹	2976
2490	Jinxing	paddy rice	kou21	kou21	k ou ²¹	2976
2491	Dashi	paddy rice	ku21	ku21	k u ²¹	2976
2492	Zhoucheng	paddy rice	kuo21	kuo21	k u/w o ²¹	2976
2493	ProtoBai	paint	tsʰji4	tsʰji4	tsʰ j i ⁴	2990
2494	Gongxing	paint	tɕʰi24	tɕʰi24	tɕʰ i ²⁴	2990
2495	Enqi	paint	tsʰi55	tsʰi55	tsʰ i ⁵⁵	2990
2496	Ega	paint	tsʰi55	tsʰi55	tsʰ i ⁵⁵	2990
2497	Jinman	paint	tɕʰi55	tɕʰi55	tɕʰ i ⁵⁵	2990
2498	Zhoucheng	paint	tɕʰi55	tɕʰi55	tɕʰ i ⁵⁵	2990
2499	Mazhelong	paint	tɕʰi44	tɕʰi44	tɕʰ i ⁴⁴	2990
2500	ProtoBai	paper	tsri2	tsri2	ts r i ²	2998
2501	Tuoluo	paper	tʂɚ̃33	tʂɚ̃33	ʈʂ ɚ/ə̃ ³³	2998
2502	Gongxing	paper	tʂi22	tʂi22	ʈʂ i ²²	2998
2503	Enqi	paper	tsɿ22	tsɿ22	ts ɿ ²²	2998
2504	Ega	paper	tsɛ22	tsɛ22	ts ɛ ²²	2998
2505	Jinman	paper	tʂɚ̃22	tʂɚ̃22	ʈʂ ɚ/ə̃ ²²	2998
2506	Jinxing	paper	tsi33	tsi33	ts i ³³	2998
2507	Dashi	paper	tʂi33	tʂi33	ʈʂ i ³³	2998
2508	Zhoucheng	paper	tsi33	tsi33	ts i ³³	2998
2509	Mazhelong	paper	tsi33	tsi33	ts i ³³	2998
2510	ProtoBai	pare/peel with a knife	ɕo4	ɕo4	ɕ o ⁴	3009
2511	Tuoluo	pare/peel with a knife	ɕu42	ɕu42	ɕ u ⁴²	3009
2512	Gongxing	pare/peel with a knife	(bi12)	bi12	b i ¹²	3010
2513	Enqi	pare/peel with a knife	ɕo55	ɕo55	ɕ o ⁵⁵	3009
2514	Ega	pare/peel with a knife	ɕu44	ɕu44	ɕ u ⁴⁴	3009
2515	Jinman	pare/peel with a knife	(la55)	la55	l a ⁵⁵	3011
2516	Jinxing	pare/peel with a knife	ɕou44)	ɕou44)	ɕ ou ⁴⁴	3009
2517	Dashi	pare/peel with a knife	ɕʰou44	ɕʰou44	ɕʰ ou ⁴⁴	3009
2518	Zhoucheng	pare/peel with a knife	(pe21)	pe21	p e ²¹	3010
2519	Mazhelong	pare/peel with a knife	[ɕo55]	ɕo55	ɕ o ⁵⁵	3009
2520	ProtoBai	patch (clothing)	pu2	pu2	p u ²	3020
2521	Tuoluo	patch (clothing)	pɯ33	pɯ33	p ɯ ³³	3020
2522	Gongxing	patch (clothing)	pu22	pu22	p u ²²	3020
2523	Enqi	patch (clothing)	pɯ22	pɯ22	p ɯ ²²	3020
2524	Ega	patch (clothing)	pɯ22	pɯ22	p ɯ ²²	3020
2525	Jinman	patch (clothing)	pu22	pu22	p u ²²	3020
2526	Jinxing	patch (clothing)	pu33	pu33	p u ³³	3020
2527	Dashi	patch (clothing)	pu33	pu33	p u ³³	3020
2528	Zhoucheng	patch (clothing)	tse33	tse33	ts e ³³	3021
2529	Mazhelong	patch (clothing)	pǝɯ33	pǝɯ33	p əɯ ³³	3020
2530	ProtoBai	path; road	tʰju2	tʰju2	tʰ j u ²	3031
2531	Tuoluo	path; road	tʰv33	tʰv33	tʰ v/ʯ ³³	3031
2532	Gongxing	path; road	tʰy22	tʰy22	tʰ y ²²	3031
2533	Enqi	path; road	tʰiu22	tʰiu22	tʰ i u ²²	3031
2534	Ega	path; road	tɕiu22	tɕiu22	tɕ i u ²²	3031
2535	Jinman	path; road	ʈʰu22	ʈʰu22	ʈʰ u ²²	3031
2536	Jinxing	path; road	tʰu33	tʰu33	tʰ u ³³	3031
2537	Dashi	path; road	tʰu33	tʰu33	tʰ u ³³	3031
2538	Zhoucheng	path; road	tʰo33	tʰo33	tʰ o ³³	3031
2539	Mazhelong	path; road	tʰǝɯ33	tʰǝɯ33	tʰ əɯ ³³	3031
2540	ProtoBai	pave; lay	kʰuŋ1	kʰuŋ1	kʰ u ŋ ¹	3043
2541	Tuoluo	pave; lay	pʰɯ55	pʰɯ55	pʰ ɯ ⁵⁵	3042
2542	Gongxing	pave; lay	kʰoŋ55	kʰoŋ55	kʰ o ŋ ⁵⁵	3043
2543	Enqi	pave; lay	kʰo24	kʰo24	kʰ o ²⁴	3043
2544	Ega	pave; lay	kʰu55	kʰu55	kʰ u ⁵⁵	3043
2545	Jinxing	pave; lay	kʰõ55	kʰõ55	kʰ õ ⁵⁵	3043
2546	Dashi	pave; lay	pʰu33	pʰu33	pʰ u ³³	3042
2547	Zhoucheng	pave; lay	kʰou55	kʰou55	kʰ ou ⁵⁵	3043
2548	Mazhelong	pave; lay	kʰoŋ55	kʰoŋ55	kʰ o ŋ ⁵⁵	3043
2549	ProtoBai	pea; bean	dɯ5	dɯ5	d ɯ ⁵	3052
2550	Tuoluo	pea; bean	djɯ21	djɯ21	d j ɯ ²¹	3052
2551	Gongxing	pea; bean	di42	di42	d i ⁴²	3052
2552	Enqi	pea; bean	dɯ43	dɯ43	d ɯ ⁴³	3052
2553	Ega	pea; bean	dɯ42	dɯ42	d ɯ ⁴²	3052
2554	Jinman	pea; bean	dɯ42	dɯ42	d ɯ ⁴²	3052
2555	Jinxing	pea; bean	tǝ̃31	tǝ̃31	t ə̃ ³¹	3052
2556	Dashi	pea; bean	tɯ31	tɯ31	t ɯ ³¹	3052
2557	Zhoucheng	pea; bean	tɯ31	tɯ31	t ɯ ³¹	3052
2558	Mazhelong	pea; bean	tɯ31dǝɯ21	tɯ31dǝɯ21	t ɯ ³¹ + d əɯ ²¹	3052 3053
2559	ProtoBai	peach	dɔ1	dɔ1	d ɔ ¹	3064
2560	Tuoluo	peach	dɔ35	dɔ35	d ɔ ³⁵	3064
2561	Gongxing	peach	dao12	dao12	d ao ¹²	3064
2562	Enqi	peach	to21	to21	t o ²¹	3064
2563	Ega	peach	to21	to21	t o ²¹	3064
2564	Jinman	peach	to21	to21	t o ²¹	3064
2565	Jinxing	peach	tɑ21	tɑ21	t ɑ ²¹	3064
2566	Dashi	peach	ta21	ta21	t a ²¹	3064
2567	Zhoucheng	peach	ta21	ta21	t a ²¹	3064
2568	Mazhelong	peach	tǝ21	tǝ21	t ə ²¹	3064
2569	ProtoBai	peppery	tsʰjen1	tsʰjen1	tsʰ j e n ¹	3075
2570	Tuoluo	peppery	tɕʰien55	tɕʰien55	tɕʰ i/j e n ⁵⁵	3075
2571	Ega	peppery	tsʰɛ55	tsʰɛ55	tsʰ ɛ ⁵⁵	3075
2572	Jinman	peppery	tsẽ55	tsẽ55	ts ẽ ⁵⁵	3075
2573	Jinxing	peppery	tɕʰien55	tɕʰien55	tɕʰ i/j e n ⁵⁵	3075
2574	Dashi	peppery	tɕʰien55	tɕʰien55	tɕʰ i/j e n ⁵⁵	3075
2575	Zhoucheng	peppery	tɕʰi55	tɕʰi55	tɕʰ i ⁵⁵	3075
2576	Mazhelong	peppery	tɕʰĩ55	tɕʰĩ55	tɕʰ ĩ ⁵⁵	3075
2577	ProtoBai	persimmon	tʰjæ4	tʰjæ4	tʰ j æ ⁴	3084
2578	Tuoluo	persimmon	tʰa42(ʐɚ33)	tʰa42	tʰ a ⁴²	3084
2579	Gongxing	persimmon	tʰæ24	tʰæ24	tʰ æ ²⁴	3084
2580	Enqi	persimmon	tʰiæ55	tʰiæ55	tʰ i/j æ ⁵⁵	3084
2581	Ega	persimmon	tɕʰia55(tsɛ21)	tɕʰia55	tɕʰ i/j a ⁵⁵	3084
2582	Jinman	persimmon	ʈa55(ʐi22)	ʈa55	ʈ a ⁵⁵	3084
2583	Jinxing	persimmon	tʰɑ44(tsi31)	tʰɑ44	tʰ ɑ ⁴⁴	3084
2584	Dashi	persimmon	tʰɑ44(tʂi31)	tʰɑ44	tʰ ɑ ⁴⁴	3084
2585	Zhoucheng	persimmon	tʰa44(tsi31)	tʰa44	tʰ a ⁴⁴	3084
2586	Mazhelong	persimmon	tʰɛ42(tsi33)	tʰɛ42	tʰ ɛ ⁴²	3084
2587	ProtoBai	person	njen1b	njen1b	n j e n 1b/¹	3095
2588	Tuoluo	person	jen35	jen35	j e n ³⁵	3095
2589	Gongxing	person	ɲi12	ɲi12	ɲ i ¹²	3096
2590	Enqi	person	ɲi21	ɲi21	ɲ i ²¹	3096
2591	Ega	person	ɲi21	ɲi21	ɲ i ²¹	3096
2592	Jinman	person	ɲi21	ɲi21	ɲ i ²¹	3096
2593	Jinxing	person	jen21	jen21	j e n ²¹	3095
2594	Dashi	person	jen21	jen21	j e n ²¹	3095
2595	Zhoucheng	person	ɲi21	ɲi21	ɲ i ²¹	3096
2596	Mazhelong	person	ɲien21	ɲien21	ɲ i/j e n ²¹	3095
2597	ProtoBai	pheasant	dʑi2	dʑi2	dʑ i ²	3106
2598	Tuoluo	pheasant	ʑi33	ʑi33	ʑ i ³³	3106
2599	Gongxing	pheasant	dʑi22	dʑi22	dʑ i ²²	3106
2600	Enqi	pheasant	dʑi33	dʑi33	dʑ i ³³	3106
2601	Jinman	pheasant	(qo42)tɕyi22	tɕyi22	tɕ y/ɥ i ²²	3106
2602	Jinxing	pheasant	tɕiɯ33(ki55)	tɕiɯ33	tɕ i/j ɯ ³³	3106
2603	Dashi	pheasant	tɕi33	tɕi33	tɕ i ³³	3106
2604	Zhoucheng	pheasant	(je21ke35)	je21ke35	j e ²¹ + k e ³⁵	3107 3106
2605	Mazhelong	pheasant	(koŋ42ke55/tien33)	tien33)	t i/j e n ³³	3106
2606	ProtoBai	pick up	dzri4	dzri4	ɖʐ i ⁴	3117
2607	Tuoluo	pick up	ʐɚ42	ʐɚ42	ʐ ɚ/ə ⁴²	3117
2608	Gongxing	pick up	dʐi21	dʐi21	ɖʐ i ²¹	3117
2609	Enqi	pick up	tsɿ21	tsɿ21	ts ɿ ²¹	3117
2610	Ega	pick up	tsɛ42	tsɛ42	ts ɛ ⁴²	3117
2611	Jinman	pick up	tʂɚ42	tʂɚ42	ʈʂ ɚ/ə ⁴²	3117
2612	Jinxing	pick up	tsa42	tsa42	ts a ⁴²	3117
2613	Dashi	pick up	tʂi42	tʂi42	ʈʂ i ⁴²	3117
2614	Zhoucheng	pick up	tsi42	tsi42	ts i ⁴²	3117
2615	Mazhelong	pick up	tsʰi42	tsʰi42	tsʰ i ⁴²	3117
2616	ProtoBai	pick up (food with chopstick)	ɢæ4	ɢæ4	ɣ æ ⁴	3128
2617	Tuoluo	pick up (food with chopstick)	ʁa42	ʁa42	ʁ a ⁴²	3129
2618	Gongxing	pick up (food with chopstick)	ɢæ21	ɢæ21	ɣ æ ²¹	3128
2619	Enqi	pick up (food with chopstick)	qæ21	qæ21	q æ ²¹	3128
2620	Ega	pick up (food with chopstick)	qa42	qa42	q a ⁴²	3128
2621	Jinman	pick up (food with chopstick)	qa55	qa55	q a ⁵⁵	3128
2622	Jinxing	pick up (food with chopstick)	ka42	ka42	k a ⁴²	3128
2623	Dashi	pick up (food with chopstick)	kɚ42	kɚ42	k ɚ/ə ⁴²	3128
2624	Zhoucheng	pick up (food with chopstick)	kɛ42	kɛ42	k ɛ ⁴²	3128
2625	Mazhelong	pick up (food with chopstick)	kʰɚ42	kʰɚ42	kʰ ɚ/ə ⁴²	3128
2626	ProtoBai	pick up (food with chopstick) [fasten the belt]	qʰoŋ1	qʰoŋ1	qʰ o ŋ ¹	3139
2627	Tuoluo	pick up (food with chopstick) [fasten the belt]	kʰo55	kʰo55	kʰ o ⁵⁵	3139
2628	Gongxing	pick up (food with chopstick) [fasten the belt]	qʰao55	qʰao55	qʰ ao ⁵⁵	3139
2629	Enqi	pick up (food with chopstick) [fasten the belt]	kʰo24	kʰo24	kʰ o ²⁴	3139
2630	Ega	pick up (food with chopstick) [fasten the belt]	(tɕʰi55)	tɕʰi55	tɕʰ i ⁵⁵	3139
2631	Jinman	pick up (food with chopstick) [fasten the belt]	ʈʰɯ55)	ʈʰɯ55)	ʈʰ ɯ ⁵⁵	3139
2632	Jinxing	pick up (food with chopstick) [fasten the belt]	kʰõ55	kʰõ55	kʰ õ ⁵⁵	3139
2633	Dashi	pick up (food with chopstick) [fasten the belt]	kʰoŋ55	kʰoŋ55	kʰ o ŋ ⁵⁵	3139
2634	Zhoucheng	pick up (food with chopstick) [fasten the belt]	(tsʰɯ55)	tsʰɯ55	tsʰ ɯ ⁵⁵	3139
2635	Mazhelong	pick up (food with chopstick) [fasten the belt]	kʰo55	kʰo55	kʰ o ⁵⁵	3139
2636	ProtoBai	pig	dɛ4	dɛ4	d ɛ ⁴	3150
2637	Tuoluo	pig	dɛ42	dɛ42	d ɛ ⁴²	3150
2638	Gongxing	pig	dɛ21	dɛ21	d ɛ ²¹	3150
2639	Enqi	pig	tE21	tE21	t ᴇ/ɛ ²¹	3150
2640	Ega	pig	tɛ42	tɛ42	t ɛ ⁴²	3150
2641	Jinman	pig	te42	te42	t e ⁴²	3150
2642	Jinxing	pig	te42	te42	t e ⁴²	3150
2643	Dashi	pig	te42	te42	t e ⁴²	3150
2644	Zhoucheng	pig	te42	te42	t e ⁴²	3150
2645	Mazhelong	pig	tʰɛ42	tʰɛ42	tʰ ɛ ⁴²	3150
2646	ProtoBai	pillar	drɯ2	drɯ2	d r ɯ ²	3162
2647	Tuoluo	pillar	diɯ33	diɯ33	d i/j ɯ ³³	3162
2648	Gongxing	pillar	dʐi33	dʐi33	ɖʐ i ³³	3161
2649	Enqi	pillar	diɯ22	diɯ22	d i/j ɯ ²²	3162
2650	Ega	pillar	dʑi22	dʑi22	dʑ i ²²	3161
2651	Jinman	pillar	tɕõ22	tɕõ22	tɕ õ ²²	3161
2652	Jinxing	pillar	tsɯ33	tsɯ33	ts ɯ ³³	3161
2653	Dashi	pillar	tʂ33	tʂ33	ʈʂ */ə ³³	3161
2654	Zhoucheng	pillar	tsɯ33	tsɯ33	ts ɯ ³³	3161
2655	Mazhelong	pillar	dzǝɯ33	dzǝɯ33	dz əɯ ³³	3161
2656	ProtoBai	pillow	tsren2	tsren2	ts r e n ²	3172
2657	Tuoluo	pillow	tʂɚ̃33(diɯ35)	tʂɚ̃33	ʈʂ ɚ/ə̃ ³³	3172
2658	Gongxing	pillow	tʂi22(di12)	tʂi22	ʈʂ i ²²	3172
2659	Enqi	pillow	tsɿ22(tiǝ21)	tsɿ22	ts ɿ ²²	3172
2660	Ega	pillow	tsɛ22(tɕi21)	tsɛ22	ts ɛ ²²	3172
2661	Jinman	pillow	tʂɚ22(ʈɯ21)	tʂɚ22	ʈʂ ɚ/ə ²²	3172
2662	Jinxing	pillow	tsi33(tǝ31)	tsi33	ts i ³³	3172
2663	Dashi	pillow	tʂɚ33(ti31pu33)	tʂɚ33	ʈʂ ɚ/ə ³³	3172
2664	Zhoucheng	pillow	tsi33(tɯ21)	tsi33	ts i ³³	3172
2665	Mazhelong	pillow	tsen33(tǝɯ21)	tsen33	ts e n ³³	3172
2666	ProtoBai	pine	zroŋ1	zroŋ1	z r o ŋ ¹	3184
2667	Tuoluo	pine	ʐvŋ35	ʐvŋ35	ʐ v/ʯ ŋ ³⁵	3184
2668	Gongxing	pine	zoŋ12	zoŋ12	z o ŋ ¹²	3184
2669	Enqi	pine	ju21	ju21	j u ²¹	3183
2670	Ega	pine	ju21	ju21	j u ²¹	3183
2671	Jinman	pine	v21	v21	v/ʯ ²¹	3185
2672	Jinxing	pine	ɕiõ21 (Wang 2006 gives ɕiõ ̲21, is this a mistake?)	ɕiõ21	ɕ i õ ²¹	3186
2673	Dashi	pine	jou21	jou21	j ou ²¹	3183
2674	Zhoucheng	pine	jou21	jou21	j ou ²¹	3183
2675	Mazhelong	pine	ʐyen21	ʐyen21	ʐ y/ɥ e n ²¹	3184
2676	ProtoBai	pine torches	mɛ1a	mɛ1a	m ɛ 1a/¹	3194
2677	Tuoluo	pine torches	mɛ55(tʂi55)	mɛ55	m ɛ ⁵⁵	3194
2678	Gongxing	pine torches	men555	men555	m e n ⁵⁵	3194
2679	Enqi	pine torches	mE24	mE24	m ᴇ/ɛ ²⁴	3194
2680	Ega	pine torches	(ɕy55ɣo21)	ɕy55ɣo21	ɕ y ⁵⁵ + ɣ o ²¹	3195 3196
2681	Jinman	pine torches	(u22ne21)	u22ne21	u ²² + n e ²¹	3197 3198
2682	Jinxing	pine torches	me55	me55	m e ⁵⁵	3194
2683	Dashi	pine torches	me35	me35	m e ³⁵	3194
2684	ProtoBai	piss; pee	srɯ2	srɯ2	s r ɯ ²	3205
2685	Tuoluo	piss; pee	ʂi55	ʂi55	ʂ i ⁵⁵	3205
2686	Gongxing	piss; pee	ʂi22	ʂi22	ʂ i ²²	3205
2687	Enqi	piss; pee	ɕɯ22	ɕɯ22	ɕ ɯ ²²	3205
2688	Ega	piss; pee	sɛ22	sɛ22	s ɛ ²²	3205
2689	Jinman	piss; pee	ʂɚ22	ʂɚ22	ʂ ɚ/ə ²²	3205
2690	Zhoucheng	piss; pee	si33	si33	s i ³³	3205
2691	Mazhelong	piss; pee	ɕɚ̃55	ɕɚ̃55	ɕ ɚ/ə̃ ⁵⁵	3205
2692	ProtoBai	plank; board	pæn2	pæn2	p æ n ²	3214
2693	Tuoluo	plank; board	paŋ33	paŋ33	p a ŋ ³³	3214
2694	Gongxing	plank; board	pan22	pan22	p a n ²²	3214
2695	Enqi	plank; board	pæ22	pæ22	p æ ²²	3214
2696	Ega	plank; board	pa22 (Wang 2006 has: pa225, probably a mistake)	pa22	p a ²²	3214
2697	Jinman	plank; board	põ42	põ42	p õ ⁴²	3214
2698	Jinxing	plank; board	pan33	pan33	p a n ³³	3214
2699	Dashi	plank; board	pɚ̃33	pɚ̃33	p ɚ/ə̃ ³³	3214
2700	Zhoucheng	plank; board	pɛ33	pɛ33	p ɛ ³³	3214
2701	Mazhelong	plank; board	pɚ̃33	pɚ̃33	p ɚ/ə̃ ³³	3214
2702	ProtoBai	plough; till	tso4	tso4	ts o ⁴	3225
2703	Tuoluo	plough; till	tsu42	tsu42	ts u ⁴²	3225
