ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGIDS
689	Pipil	stone 	te-t	te-t	t e + t		283
690	Pochutec	stone 	to-t	to-t	t o + t		283
691	ProtoAztecan	stone 	*tə-tl	*tə-tl	t ə + tɬ		283
692	ClassicalNahuatl	sun 	toːna-tiw	toːna-tiw	t oː n a + t i w		284
693	TetelcingoNahuatl	sun 	tunaliː	tunaliː	t u n a l iː		284
694	NorthPueblaNahuatl	sun 	tonal-tzin-tli	tonal-tzin-tli	t o n a l + ts i n + tɬ i		284
695	MecayapanNahuat	sun 	to-tah-tziːn (lit. ‘our little (rever.) father’)	to-tah-tziːn_	t o + t a h + ts iː n		285
696	PajapanNahuat	sun 	toːnati	toːnati	t oː n a t i		284
697	JalupaNahuat	sun 	rontin	rontin	r o n t i n		284
698	Pipil	sun 	tuːnal	tuːnal	t uː n a l		284
699	Pochutec	sun 	tunél	tunél	t u n é/e l		284
700	ClassicalNahuatl	swim 	aː-wilaːn(a), m-aː-neloaː	aː-wilaːn	aː + w i l aː n		286
701	TetelcingoNahuatl	swim 	m-ö-biːlöna	m-ö-biːlöna	m + ø + b iː l ø n a		286
702	NorthPueblaNahuatl	swim 	m-al-tiya	m-al-tiya	m + a l + t i j a		287
703	MecayapanNahuat	swim 	aː-pataːni (water-fly), aː-hkitiá (ir flotando)	aː-pataːni_	aː + p a t aː n i		288
704	PajapanNahuat	swim 	-aːhkia	-aːhkia	aː h k i a		288
705	ClassicalNahuatl	tail 	kwitlapil-li	kwitlapil-li	k w i tɬ a p i l + l i		289
706	TetelcingoNahuatl	tail 	-kwiːtlapiːl	-kwiːtlapiːl	k w iː tɬ a p iː l		289
707	NorthPueblaNahuatl	tail 	-kwitlapil	-kwitlapil	k w i tɬ a p i l		289
708	MecayapanNahuat	tail 	kwitapiːl	kwitapiːl	k w i t a p iː l		289
709	PajapanNahuat	tail 	-bitapil	-bitapil	b i t a p i l		289
710	JalupaNahuat	tail 	-bwirapil	-bwirapil	b w i r a p i l		289
711	Pipil	tail 	-kwitlapil	-kwitlapil	k w i tɬ a p i l		289
712	ProtoAztecan	tail 	*-kwitla-pɨl	*-kwitla-pɨl	k w i tɬ a + p ɨ l		289
713	ClassicalNahuatl	that 	in-oːn	in-oːn	i n + oː n		290
714	TetelcingoNahuatl	that 	iːn-u, nieka, iːnu nieka	iːn-u	iː n + u		290
715	NorthPueblaNahuatl	that 	in-on	in-on	i n + o n		290
716	MecayapanNahuat	that 	in-eːpa	in-eːpa	i n + eː p a		291
717	PajapanNahuat	that 	hoːn	hoːn	h oː n		290
718	JalupaNahuat	that 	huːni	huːni	h uː n i		290
719	Pipil	that 	uni	uni	u n i		290
720	Pochutec	that 	namél	namél	n a m é/e l		292
721	ProtoAztecan	that 	*oːn- ?	*oːn-_?	oː n		290
722	ClassicalNahuatl	this 	in-iːn	in-iːn	i n + iː n		293
723	TetelcingoNahuatl	this 	in-i, nönka, in-i nönka	in-i	i n + i		293
724	NorthPueblaNahuatl	this 	in-in	in-in	i n + i n		293
725	MecayapanNahuat	this 	in-iːn	in-iːn	i n + iː n		293
726	PajapanNahuat	this 	hiːn	hiːn	h iː n		293
727	JalupaNahuat	this 	hiːni	hiːni	h iː n i		293
728	Pipil	this 	ini	ini	i n i		293
729	Pochutec	this 	iná	iná	i n á/a		293
730	ProtoAztecan	this 	*in- ?	*in-_?	i n		293
731	ClassicalNahuatl	thou 	teʔwaː-tl	teʔwaː-tl	t e ʔ w aː + tɬ		294
732	TetelcingoNahuatl	thou 	taha	taha	t a h a		294
733	NorthPueblaNahuatl	thou 	tehwa	tehwa	t e h w a		294
734	MecayapanNahuat	thou 	teh	teh	t e h		294
735	PajapanNahuat	thou 	teha	teha	t e h a		294
736	JalupaNahuat	thou 	tehe	tehe	t e h e		294
737	Pipil	thou 	ta(h) ~ taha	ta	t a		294
738	Pochutec	thou 	mwen	mwen	m w e n		295
739	ProtoAztecan	thou 	*təha	*təha	t ə h a		294
740	ClassicalNahuatl	tongue 	nene-pil-li	nene-pil-li	n e n e + p i l + l i		296
741	TetelcingoNahuatl	tongue 	-nenepiːl	-nenepiːl	n e n e p iː l		296
742	NorthPueblaNahuatl	tongue 	-nenepil	-nenepil	n e n e p i l		296
743	MecayapanNahuat	tongue 	lenwa (Spanish loan)	lenwa_	l e n w a		312
744	PajapanNahuat	tongue 	-nenepil	-nenepil	n e n e p i l		296
745	JalupaNahuat	tongue 	-neːnepil	-neːnepil	n eː n e p i l		296
746	Pipil	tongue 	-nenepil	-nenepil	n e n e p i l		296
747	Pochutec	tongue 	nenepíl	nenepíl	n e n e p í/i l		296
748	ProtoAztecan	tongue 	*-nɨnɨ-pɨl	*-nɨnɨ-pɨl	n ɨ n ɨ + p ɨ l		296
749	ClassicalNahuatl	tooth 	tlan-tli	tlan-tli	tɬ a n + tɬ i		313
750	TetelcingoNahuatl	tooth 	-tlan-koch	-tlan-koch	tɬ a n + k o tʃ		313
751	NorthPueblaNahuatl	tooth 	-tlan	-tlan	tɬ a n		313
752	MecayapanNahuat	tooth 	tan-ti	tan-ti	t a n + t i		313
753	PajapanNahuat	tooth 	-tan	-tan	t a n		313
754	JalupaNahuat	tooth 	-taːn	-taːn	t aː n		313
755	Pipil	tooth 	-tan	-tan	t a n		313
756	ProtoAztecan	tooth 	*-tlan	*-tlan	tɬ a n		313
757	ClassicalNahuatl	tree 	kwaw(i)-tl	kwaw-tl	k w a w + tɬ		314
758	TetelcingoNahuatl	tree 	kwabiː-tl	kwabiː-tl	k w a b iː + tɬ		314
759	NorthPueblaNahuatl	tree 	kowi-tl	kowi-tl	k o w i + tɬ		314
760	MecayapanNahuat	tree 	kwawi-ʔ	kwawi-ʔ	k w a w i + ʔ		314
761	PajapanNahuat	tree 	bawi-t	bawi-t	b a w i + t		314
762	JalupaNahuat	tree 	koi-t	koi-t	k o i + t		314
763	Pipil	tree 	kwawi-t	kwawi-t	k w a w i + t		314
764	Pochutec	tree 	kwagú-t	kwagú-t	k w a g ú/u + t		314
765	ProtoAztecan	tree 	*kwa-wɨ-tl	*kwa-wɨ-tl	k w a + w ɨ + tɬ		314
766	ClassicalNahuatl	two 	oːme	oːme	oː m e		315
767	TetelcingoNahuatl	two 	ume	ume	u m e		315
768	NorthPueblaNahuatl	two 	ome	ome	o m e		315
769	MecayapanNahuat	two 	oːme	oːme	oː m e		315
770	PajapanNahuat	two 	oːme	oːme	oː m e		315
771	JalupaNahuat	two 	uːme	uːme	uː m e		315
772	Pipil	two 	uːme	uːme	uː m e		315
773	Pochutec	two 	omém	omém	o m é/e m		315
774	ProtoAztecan	two 	*oːmə	*oːmə	oː m ə		315
775	ClassicalNahuatl	walk (go) 	neʔ-nemi	neʔ-nemi	n e ʔ + n e m i		316
776	TetelcingoNahuatl	walk (go) 	neh-nemiː	neh-nemiː	n e h + n e m iː		316
777	NorthPueblaNahuatl	walk (go) 	neh-nemi	neh-nemi	n e h + n e m i		316
778	MecayapanNahuat	walk (go) 	neh-nemi	neh-nemi	n e h + n e m i		316
779	PajapanNahuat	walk (go) 	neh-nemi	neh-nemi	n e h + n e m i		316
780	JalupaNahuat	walk (go) 	neh-nemi	neh-nemi	n e h + n e m i		316
781	Pipil	walk (go) 	neh-nemi	neh-nemi	n e h + n e m i		316
782	Pochutec	walk (go) 	uí	uí	u í/i		317
783	ProtoAztecan	walk (go) 	*nɨh-nɨmi	*nɨh-nɨmi	n ɨ h + n ɨ m i		316
784	ClassicalNahuatl	warm (hot) 	to-toːn-ki (hot), aː-yamaːnil-aː-tl (tepid water), yamaːn-ki (warm of water, cf. <yamanqui ic mixamia> [Primeros Memoriales 81r])	to-toːn-ki_	t o + t oː n + k i		318
785	TetelcingoNahuatl	warm (hot) 	totun-kiː (caliente), yemön-kiː (blando, suave, tierno, tibio)	totun-kiː_	t o t u n + k iː		318
786	NorthPueblaNahuatl	warm (hot) 	totonki (caliente), yemanki (agua, también suave)	totonki_	t o t o n k i		318
787	MecayapanNahuat	warm (hot) 	totoːniʔ (caliente), hokox (tibio, calentito: a loan?)	totoːniʔ_	t o t oː n i ʔ		318
788	PajapanNahuat	warm (hot) 	totoːnik (caliente)	totoːnik_	t o t oː n i k		318
789	JalupaNahuat	warm (hot) 	truːnik (caliente), yamanik (blando)	truːnik_	t r uː n i k		318
790	Pipil	warm (hot) 	tutuːnik (caliente), yamanka (tibio)	tutuːnik_	t u t uː n i k		318
791	Pochutec	warm (hot) 	tuní (caliente)	tuní_	t u n í/i		319
792	ProtoAztecan	warm (hot) 	*to-toːnɨ-k ?	*to-toːnɨ-k_?	t o + t oː n ɨ + k		318
793	ClassicalNahuatl	water 	aː-tl	aː-tl	aː + tɬ		320
794	TetelcingoNahuatl	water 	ö-tzin-tli (reverential diminutive suffix -tzin)	ö-tzin-tli_	ø + ts i n + tɬ i		320
795	NorthPueblaNahuatl	water 	a-tl	a-tl	a + tɬ		320
796	MecayapanNahuat	water 	aːʔ-ti	aːʔ-ti	aː ʔ + t i		320
797	PajapanNahuat	water 	aː-t	aː-t	aː + t		320
798	JalupaNahuat	water 	maː-t	maː-t	m aː + t		321
799	Pipil	water 	aː-t	aː-t	aː + t		320
800	Pochutec	water 	a-t	a-t	a + t		320
801	ProtoAztecan	water 	*aː-tl	*aː-tl	aː + tɬ		320
802	ClassicalNahuatl	we 	teʔwaːn	teʔwaːn	t e ʔ w aː n		322
803	TetelcingoNahuatl	we 	tehwa, tehwante	tehwa	t e h w a		322
804	NorthPueblaNahuatl	we 	tehwan, tehwanten (todos)	tehwan	t e h w a n		322
805	MecayapanNahuat	we 	tehameh (incl.), nehameh (excl.)	tehameh_	t e h a m e h		322
806	PajapanNahuat	we 	tehameh	tehameh	t e h a m e h		322
807	JalupaNahuat	we 	tohomen	tohomen	t o h o m e n		322
808	Pipil	we 	tehemet	tehemet	t e h e m e t		322
809	Pochutec	we 	twén	twén	t w é/e n		322
810	ProtoAztecan	we 	*təha-mɨ-t	*təha-mɨ-t	t ə h a + m ɨ + t		322
811	ClassicalNahuatl	what 	tle(ʔ)	tle	tɬ e		323
812	TetelcingoNahuatl	what 	tliniːnu	tliniːnu	tɬ i n iː n u		323
813	NorthPueblaNahuatl	what 	tlen	tlen	tɬ e n		323
814	MecayapanNahuat	what 	teː	teː	t eː		323
815	PajapanNahuat	what 	teː	teː	t eː		323
816	JalupaNahuat	what 	tai	tai	t a i		323
817	Pipil	what 	taː	taː	t aː		323
818	Pochutec	what 	te	te	t e		323
819	ProtoAztecan	what 	*tla-(hi ?)	*tla-	tɬ a		323
820	ClassicalNahuatl	white 	istaːk	istaːk	i s t aː k		324
821	TetelcingoNahuatl	white 	chipːpöwak, istök	chipːpöwak	tʃ i pː p ø w a k		324
822	NorthPueblaNahuatl	white 	istak	istak	i s t a k		324
823	MecayapanNahuat	white 	istaːʔ, ichkatiʔ	istaːʔ	i s t aː ʔ		324
824	PajapanNahuat	white 	istaːk	istaːk	i s t aː k		324
825	JalupaNahuat	white 	istaːk	istaːk	i s t aː k		324
826	Pipil	white 	istak	istak	i s t a k		324
827	Pochutec	white 	chupék (cf. CNa chipaːwak)	chupék_	tʃ u p é/e k		325
828	ProtoAztecan	white 	*istaː-kɨ ?	*istaː-kɨ_?	i s t aː + k ɨ		324
829	ClassicalNahuatl	who 	aːk	aːk	aː k		326
830	TetelcingoNahuatl	who 	ökiːnu	ökiːnu	ø k iː n u		326
831	NorthPueblaNahuatl	who 	akin	akin	a k i n		326
832	MecayapanNahuat	who 	aːʔ	aːʔ	aː ʔ		326
833	PajapanNahuat	who 	aːk	aːk	aː k		326
834	JalupaNahuat	who 	aik	aik	a i k		326
835	Pipil	who 	kaː ~ kah ~ kahuni	kaː	k aː		327
836	Pochutec	who 	ak	ak	a k		326
837	ProtoAztecan	who 	*aːk	*aːk	aː k		326
838	ClassicalNahuatl	woman 	siwaː-tl ~ sowa-tl	siwaː-tl	s i w aː + tɬ		328
839	TetelcingoNahuatl	woman 	sowa-tl	sowa-tl	s o w a + tɬ		328
840	NorthPueblaNahuatl	woman 	siwa-tl	siwa-tl	s i w a + tɬ		328
841	MecayapanNahuat	woman 	siwaː-ʔ	siwaː-ʔ	s i w aː + ʔ		328
842	PajapanNahuat	woman 	soáː-t	soáː-t	s o áː/aː + t		328
843	JalupaNahuat	woman 	suwa-t	suwa-t	s u w a + t		328
844	Pipil	woman 	siwaː-t	siwaː-t	s i w aː + t		328
845	Pochutec	woman 	g’las-t	g’las-t	g’ l a s + t		329
846	ProtoAztecan	woman 	*si/owaː-tl	*si	s i		328
847	ClassicalNahuatl	yellow	kos-tik	kos-tik	k o s + t i k		330
848	TetelcingoNahuatl	yellow	kostiːk	kostiːk	k o s t iː k		330
849	NorthPueblaNahuatl	yellow	kostik	kostik	k o s t i k		330
850	MecayapanNahuat	yellow	kostiʔ	kostiʔ	k o s t i ʔ		330
851	PajapanNahuat	yellow	gostik	gostik	g o s t i k		330
852	JalupaNahuat	yellow	yuksik	yuksik	j u k s i k		331
853	Pipil	yellow	tultik	tultik	t u l t i k		332
854	ProtoAztecan	yellow	*kos-tɨ-k ?	*kos-tɨ-k_?	k o s + t ɨ + k		330
